line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
1,MS11_F01_A1_0010_F_ANA_0010.wav,MS11_F01_A1_0010_F_ANA_0010,0,0,0,1,Anna,main,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,รายงานเจ้าค่ะ ไฮแซนต์กำลังเคลื่อนทัพใกล้เข้ามาแล้ว,,,PENDING_MANUAL_GENERATION,,triangle-strategy
2,MS11_F01_A1_0010_F_FRE_0010.wav,MS11_F01_A1_0010_F_FRE_0010,1,1,1,2,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,แม่ของข้าเหรอเจ้าคะ!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
3,MS11_F01_A1_0010_F_FRE_0020.wav,MS11_F01_A1_0010_F_FRE_0020,2,2,2,3,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ขออภัยจริงๆ แต่ข้าเองก็เพิ่งได้ยินเป็นครั้งแรกเช่นกัน...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
4,MS11_F01_A1_0010_F_FRE_0030.wav,MS11_F01_A1_0010_F_FRE_0030,3,3,3,4,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,หากชาวไฮแซนต์รู้เข้าว่าหลักคำสอนที่พวกเขาเทิดทูนนั้นเป็นแค่เรื่องงมงาย อาณาจักรคงสั่นคลอนเป็นแน่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
5,MS11_F01_A1_0010_M_BND_0010.wav,MS11_F01_A1_0010_M_BND_0010,4,4,4,5,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ตายจริง... รสชาติเหมือนเกลือเลย! ไม่สิ นี่มันเกลือชัดๆ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
6,MS11_F01_A1_0010_M_BND_0020.wav,MS11_F01_A1_0010_M_BND_0020,5,5,5,6,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,แล้วท่านหญิงเฟรเดอริก้าล่ะ? ท่านพอจะรู้อะไรบ้างไหมขอรับ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
7,MS11_F01_A1_0010_M_BND_0030.wav,MS11_F01_A1_0010_M_BND_0030,6,6,6,7,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,แม่ของท่านเคยพูดถึงคริสตัลเหล่านี้บ้างหรือเปล่า? มันสำคัญมากเลยนะขอรับ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
8,MS11_F01_A1_0010_M_BND_0040.wav,MS11_F01_A1_0010_M_BND_0040,7,7,7,8,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ให้ใจเย็นเนี่ยนะ!? การมีอยู่ของคริสตัลนี้มันเปลี่ยนแปลงระบบกฎเกณฑ์ทั้งหมดจนสิ้น!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
9,MS11_F01_A1_0010_M_BND_0050.wav,MS11_F01_A1_0010_M_BND_0050,8,8,8,9,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ไม่สงสัยหน่อยเหรอว่าทำไมพวกไฮแซนต์ต้องกดขี่ชาวโรเซลล์ และกักขังพวกเขาไว้ในนาเกลือ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
10,MS11_F01_A1_0010_M_BND_0060.wav,MS11_F01_A1_0010_M_BND_0060,9,9,9,10,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,"นี่ไง ""คำตอบ"" ของเจ้า",,,PENDING_MANUAL_GENERATION,,triangle-strategy
11,MS11_F01_A1_0010_M_BND_0070.wav,MS11_F01_A1_0010_M_BND_0070,10,10,10,11,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ไม่ใช่แค่นั้นขอรับ ผู้ใดก็ตามที่พบสถานที่นั้น...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
12,MS11_F01_A1_0010_M_BND_0080.wav,MS11_F01_A1_0010_M_BND_0080,11,11,11,12,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,...จะมีอำนาจเหนือนอร์เซเลียทั้งทวีป,,,PENDING_MANUAL_GENERATION,,triangle-strategy
13,MS11_F01_A1_0010_M_BND_0090.wav,MS11_F01_A1_0010_M_BND_0090,12,12,12,13,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,เกลือคือสิ่งศักดิ์สิทธิ์ เป็นของขวัญที่เทพธิดาทรงมอบให้แก่ผู้ศรัทธาอย่างแท้จริง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
14,MS11_F01_A1_0010_M_BND_0100.wav,MS11_F01_A1_0010_M_BND_0100,13,13,13,14,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,นั่นคือรากฐานความเชื่อของไฮแซนต์ ซึ่งส่งเสริมแนวคิดการผูกขาดเกลือให้เป็นเรื่องที่ถูกต้องมาโดยตลอด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
15,MS11_F01_A1_0010_M_BND_0110.wav,MS11_F01_A1_0010_M_BND_0110,14,14,14,15,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,เราจะทำลายหลักคำสอนจอมปลอมด้วยคริสตัลนี้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
16,MS11_F01_A1_0010_M_BND_0120.wav,MS11_F01_A1_0010_M_BND_0120,15,15,15,16,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ลอร์ดเซเรโนอา ข้าขออนุญาตไปเจรจากับพวกเขาเองขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
17,MS11_F01_A1_0010_M_ELA_0010.wav,MS11_F01_A1_0010_M_ELA_0010,16,16,16,17,Erador,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,ใจเย็นๆ สิเบเนดิกต์ ท่านหญิงเสียขวัญหมดแล้ว!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
18,MS11_F01_A1_0010_M_ELD_0010.wav,MS11_F01_A1_0010_M_ELD_0010,17,17,17,18,ผู้อาวุโสชาวโรเซลล์,generic,male,MALE_OLD_A,assets/triangle-strategy/approved_voice_references/MALE_OLD_A.wav,ลองชิมดูเดี๋ยวท่านก็รู้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
19,MS11_F01_A1_0010_M_ELD_0020.wav,MS11_F01_A1_0010_M_ELD_0020,18,18,18,19,ผู้อาวุโสชาวโรเซลล์,generic,male,MALE_OLD_A,assets/triangle-strategy/approved_voice_references/MALE_OLD_A.wav,ใช่แล้วล่ะ ถ้าจะให้เล่าก็คงยาว,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS11_F01_A1_0010_M_ELD_0030.wav,MS11_F01_A1_0010_M_ELD_0030,19,19,19,20,ผู้อาวุโสชาวโรเซลล์,generic,male,MALE_OLD_A,assets/triangle-strategy/approved_voice_references/MALE_OLD_A.wav,คริสตัลเบื้องหน้าพวกท่านนั้น... ท่านหญิงออลายาเป็นผู้นำมันมาที่นี่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
