line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
1,MS20S_X47_BATTLE_01_AFTER_F_FRE_0010.wav,MS20S_X47_BATTLE_01_AFTER_F_FRE_0010,0,0,0,1,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,กำลังเสริมมาอีกแล้ว!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
2,MS20S_X47_BATTLE_01_AFTER_M_BND_0010.wav,MS20S_X47_BATTLE_01_AFTER_M_BND_0010,1,1,1,2,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ผิดแล้วล่ะ หากเราไม่ทำลายไฮแซนต์ตั้งแต่วันนี้ อนาคตของเอสฟรอสต์ก็จะพินาศเช่นเดียวกับเรา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
3,MS20S_X47_BATTLE_01_AFTER_M_BND_0020.wav,MS20S_X47_BATTLE_01_AFTER_M_BND_0020,2,2,2,3,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,เราจะสู้และตายไปด้วยกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
4,MS20S_X47_BATTLE_01_AFTER_M_ELA_0010.wav,MS20S_X47_BATTLE_01_AFTER_M_ELA_0010,3,3,3,4,Erador,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,แล้วไอ้ปืนใหญ่นั่นมันอยู่ที่ไหนกัน!? นี่เอสฟรอสต์หักหลังเราอีกแล้วเหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
5,MS20S_X47_BATTLE_01_AFTER_M_RLN_0010.wav,MS20S_X47_BATTLE_01_AFTER_M_RLN_0010,4,4,4,5,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ถูกของเบเนดิกต์! สวาร็อคเป็นคนรักษาสัจจะ เขาไม่นิสัยเสียเหมือนหลานตัวเองหรอก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
6,MS20S_X47_BATTLE_01_AFTER_M_SEL_0010.wav,MS20S_X47_BATTLE_01_AFTER_M_SEL_0010,5,5,5,6,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,พวกเขาสู้เพื่ออนาคตเช่นเดียวกับเรา ฝันใกล้เป็นจริงแล้วข้ารับปาก!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
7,MS20S_X47_BATTLE_01_AFTER_M_SEL_0020.wav,MS20S_X47_BATTLE_01_AFTER_M_SEL_0020,6,6,6,7,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,อีกนิดเดียว!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
8,MS20S_X47_BATTLE_01_BEFORE_M_BND_0010.wav,MS20S_X47_BATTLE_01_BEFORE_M_BND_0010,7,7,7,8,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ที่ผ่านมาเราก็ทำสำเร็จเสมอขอรับ เขากำลังมาแล้ว,,,PENDING_MANUAL_GENERATION,,triangle-strategy
9,MS20S_X47_BATTLE_01_BEFORE_M_EGS_0010.wav,MS20S_X47_BATTLE_01_BEFORE_M_EGS_0010,8,8,8,9,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ไอ้สุนัขวูล์ฟฟอร์ต เตรียมตัวรับทัณฑ์จากเทพธิดาได้เลย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
10,MS20S_X47_BATTLE_01_BEFORE_M_EGS_0020.wav,MS20S_X47_BATTLE_01_BEFORE_M_EGS_0020,9,9,9,10,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,นางประทานพรแก่ข้า เอกซ์เฮม มาเชียล เพื่อสานต่อเจตนารมณ์ของนาง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
11,MS20S_X47_BATTLE_01_BEFORE_M_EGS_0030.wav,MS20S_X47_BATTLE_01_BEFORE_M_EGS_0030,10,10,10,11,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,เซเรโนอา...ข้ารู้ว่าท่านอยากจะลงมือทำสิ่งที่ยิ่งใหญ่เสมอ และข้าก็อยากจะเห็นอนาคตที่ท่านวาดฝันไว้เช่นกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
