line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
1,MS14_F01_A0_0010_F_FRE_0010.wav,MS14_F01_A0_0010_F_FRE_0010,0,0,0,1,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ก็เหมือนที่พวกมันทำกับชาวโรเซลล์ไงเจ้าคะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
2,MS14_F01_A0_0010_F_FRE_0020.wav,MS14_F01_A0_0010_F_FRE_0020,1,1,1,2,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ภาพติดตาแห่งการกดขี่ในนาเกลือ ไม่ใช่สิ่งลืมได้ง่ายสำหรับข้าเลย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
3,MS14_F01_A0_0010_F_FRE_0030.wav,MS14_F01_A0_0010_F_FRE_0030,2,2,2,3,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,อย่าลืมเจ้าค่ะ ว่านิสัยที่แท้จริงของไฮแซนต์นั้นเป็นเช่นไร,,,PENDING_MANUAL_GENERATION,,triangle-strategy
4,MS14_F01_A0_0010_F_HEW_0010.wav,MS14_F01_A0_0010_F_HEW_0010,3,3,3,4,Hughette,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,ฝ่าบาทเจ้าคะ ผู้แทนจากไฮแซนต์มาถึงแล้วเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
5,MS14_F01_A0_0010_F_LYL_0010.wav,MS14_F01_A0_0010_F_LYL_0010,4,4,4,5,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,ท่านไม่ได้ติดค้างอะไรเลยเจ้าค่ะ เพราะท่านแสดงศักยภาพของเอลฟริคที่เราพัฒนาให้เห็นด้วยตัวเองแล้ว,,,PENDING_MANUAL_GENERATION,,triangle-strategy
6,MS14_F01_A0_0010_F_LYL_0020.wav,MS14_F01_A0_0010_F_LYL_0020,5,5,5,6,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,แล้วลอร์ดของท่านคิดเห็นอย่างไรกับตำแหน่งใหม่ของเขากันล่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
7,MS14_F01_A0_0010_F_LYL_0030.wav,MS14_F01_A0_0010_F_LYL_0030,6,6,6,7,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,ระหว่างนี้ข้าจะให้ไมโลอยู่อาศัยในเกลนบรู๊ค หากมีสิ่งใดที่นางช่วยได้ก็อย่าลังเลที่จะเรียกนางนะเจ้าคะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
8,MS14_F01_A0_0010_F_LYL_0040.wav,MS14_F01_A0_0010_F_LYL_0040,7,7,7,8,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,อย่าลืมนะไมโล เจ้าคือเครื่องหมายแห่งมิตรภาพระหว่างอาณาจักรทั้งสองของเรา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
9,MS14_F01_A0_0010_F_MIR_0010.wav,MS14_F01_A0_0010_F_MIR_0010,8,8,8,9,ไมโล,npc,female,milo,assets/triangle-strategy/approved_voice_references/milo.wav,มันเกินความคาดหมายของข้าจริงๆเจ้าค่ะ ท่านหัวหน้านักบวชคงต้องปลื้มกับผลลัพธ์เป็นแน่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
10,MS14_F01_A0_0010_F_MIR_0020.wav,MS14_F01_A0_0010_F_MIR_0020,9,9,9,10,ไมโล,npc,female,milo,assets/triangle-strategy/approved_voice_references/milo.wav,ท่านรัฐมนตรี ข้าพร้อมรับใช้เจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
11,MS14_F01_A0_0010_M_BND_0010.wav,MS14_F01_A0_0010_M_BND_0010,10,10,10,11,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,อาณาจักรทั้งสองอย่างเกลนบรู๊คและไฮแซนต์ควรเป็นชาติที่มีเป้าหมายร่วมกัน... มันก็สมควรแล้วที่ลอร์ดเซเรโนอาจะรับใช้พวกท่านทั้งคู่ไม่ใช่เหรอขอรับ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
12,MS14_F01_A0_0010_M_BND_0020.wav,MS14_F01_A0_0010_M_BND_0020,11,11,11,12,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ข้าคิดว่าฝ่าบาทกับหัวหน้านักบวชควรปรึกษาหารือกันในเรื่องนี้นะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
13,MS14_F01_A0_0010_M_BND_0030.wav,MS14_F01_A0_0010_M_BND_0030,12,12,12,13,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,อุตส่าห์ทิ้งสายลับไว้ที่นี่ซะด้วย แสดงว่าพวกเขายังไม่เชื่อใจเราสินะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
14,MS14_F01_A0_0010_M_BND_0040.wav,MS14_F01_A0_0010_M_BND_0040,13,13,13,14,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ถึงอย่างไร มันก็เห็นชัดเจนแล้วว่าพวกเขาไม่ได้ช่วยเหลือเราเป็นการกุศลขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
15,MS14_F01_A0_0010_M_BND_0050.wav,MS14_F01_A0_0010_M_BND_0050,14,14,14,15,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ตอนนี้พวกเขากำลังทำให้ลอร์ดเซเรโนอากลายเป็นหุ่นเชิดสินะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
16,MS14_F01_A0_0010_M_BND_0060.wav,MS14_F01_A0_0010_M_BND_0060,15,15,15,16,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ในทำนองเดียวกัน เราไม่สามารถต่อกรกับไฮแซนต์โดยปราศจากเอสฟรอสต์ขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
17,MS14_F01_A0_0010_M_BND_0070.wav,MS14_F01_A0_0010_M_BND_0070,16,16,16,17,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,เมื่อเอสฟรอสต์ถูกกำราบก็ถือว่าหมดหน้าที่ของเรา แล้วมีเหตุอันใดที่ไฮแซนต์ต้องกระชับอำนาจตัวเองด้วยล่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
18,MS14_F01_A0_0010_M_EGS_0010.wav,MS14_F01_A0_0010_M_EGS_0010,17,17,17,18,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ฝ่าบาทโรแลนด์ พวกเรามากล่าวอำลาท่านขอรับ หวังว่าคงไม่ได้รบกวนเวลามากนัก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
19,MS14_F01_A0_0010_M_EGS_0020.wav,MS14_F01_A0_0010_M_EGS_0020,18,18,18,19,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ฝ่าบาท เผื่อว่าท่านกำลังเข้าใจผิดเรื่องตำแหน่งของสหายท่าน...ข้าจึงขอชี้แจงแถลงไข ตอนนี้รัฐมนตรีเซเรโนอาคือเจ็ดผู้ศักดิ์สิทธิ์ขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS14_F01_A0_0010_M_EGS_0030.wav,MS14_F01_A0_0010_M_EGS_0030,19,19,19,20,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,หน้าที่ของเขาคือการรับใช้หัวหน้านักบวช หาใช่ท่านไม่ขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
