line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
1,MS12_F01_A0_0010_F_ABR_0010.wav,MS12_F01_A0_0010_F_ABR_0010,0,0,0,1,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ท่านจะกลับเอสฟรอสต์คนเดียวเหรอ? เราต้องการให้ท่านอยู่ที่นี่นะเจ้าคะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
2,MS12_F01_A0_0010_F_ABR_0020.wav,MS12_F01_A0_0010_F_ABR_0020,1,1,1,2,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ทำไมข้าไม่เห็นจะรู้เรื่องนี้เลย! แล้วจะมีผู้บัญชาการอย่างข้าไปทำไมเจ้าคะ!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
3,MS12_F01_A0_0010_F_ABR_0040.wav,MS12_F01_A0_0010_F_ABR_0040,3,3,3,4,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เขาเป็นแบบนี้มาตั้งนานแล้วล่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
4,MS12_F01_A0_0010_F_CRD_0010.wav,MS12_F01_A0_0010_F_CRD_0010,4,4,4,5,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ปืนใหญ่เสียงสังเวย? คืออะไรน่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
5,MS12_F01_A0_0010_F_CRD_0020.wav,MS12_F01_A0_0010_F_CRD_0020,5,5,5,6,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ไหนๆ จะแต่งงานกันแล้วก็หัดไว้ใจกันหน่อยสิ จะทำเหมือนข้าเป็นเด็กไปถึงเมื่อไหร่กัน?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
6,MS12_F01_A0_0010_F_CRD_0030.wav,MS12_F01_A0_0010_F_CRD_0030,6,6,6,7,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,แต่ว่า...โล่นั่นมันไร้เทียมทานไม่ใช่เหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
7,MS12_F01_A0_0010_F_CRD_0040.wav,MS12_F01_A0_0010_F_CRD_0040,7,7,7,8,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ขนาดพี่น้องตัวเองยังกลายเป็นเครื่องมือที่ใช้แล้วทิ้ง...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
8,MS12_F01_A0_0010_F_ERK_0010.wav,MS12_F01_A0_0010_F_ERK_0010,8,8,8,9,Erika,npc,female,erika,assets/triangle-strategy/approved_voice_references/erika.wav,สวาร็อคไม่ได้ต้องการจะโค่นไฮแซนต์ แต่เป็นพี่ชายข้าต่างหาก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
9,MS12_F01_A0_0010_F_ERK_0020.wav,MS12_F01_A0_0010_F_ERK_0020,9,9,9,10,Erika,npc,female,erika,assets/triangle-strategy/approved_voice_references/erika.wav,หมอนั่นมันถูกความทะเยอทะยานครอบงำจนไม่รู้ว่าถูกชักใยมาโดยตลอด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
10,MS12_F01_A0_0010_F_ERK_0030.wav,MS12_F01_A0_0010_F_ERK_0030,10,10,10,11,Erika,npc,female,erika,assets/triangle-strategy/approved_voice_references/erika.wav,ตามประสงค์เจ้าค่ะท่านพี่ ข้าจะเก็บข้อมูลแผนการทั้งหมดของเจ็ดผู้ศักดิ์สิทธิ์เท่าที่จะทำได้เจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
