line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
1,MS16_X34_A1_0010_F_ANA_0010.wav,MS16_X34_A1_0010_F_ANA_0010,0,0,0,1,Anna,main,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,ข้าคิดว่าเช่นนั้นเจ้าค่ะ แต่เรายังไม่รู้แน่ชัด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
2,MS16_X34_A1_0010_F_ANA_0020.wav,MS16_X34_A1_0010_F_ANA_0020,1,1,1,2,Anna,main,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,มีเพียงไม่กี่คนเท่านั้น ที่ได้รับอนุญาตให้ควบคุมงานเหมืองและขนส่ง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
3,MS16_X34_A1_0010_F_FRE_0010.wav,MS16_X34_A1_0010_F_FRE_0010,2,2,2,3,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,แร่เหล็กเหรอเจ้าคะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
4,MS16_X34_A1_0010_F_FRE_0020.wav,MS16_X34_A1_0010_F_FRE_0020,3,3,3,4,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,สิ่งที่แม่ข้าเขียนไว้ในบันทึกคงเป็นเรื่องจริงสินะ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
5,MS16_X34_A1_0010_F_HEW_0010.wav,MS16_X34_A1_0010_F_HEW_0010,4,4,4,5,Hughette,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,ข้าลาดตระเวนเหมืองนอร์เซเลียเรียบร้อยแล้วเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
6,MS16_X34_A1_0010_F_HEW_0020.wav,MS16_X34_A1_0010_F_HEW_0020,5,5,5,6,Hughette,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,ไม่มีร่องรอยของคนเหมืองหรือคนงานส่งของเลยเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
7,MS16_X34_A1_0010_F_HEW_0030.wav,MS16_X34_A1_0010_F_HEW_0030,6,6,6,7,Hughette,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,จำนวนข้าศึกมีไม่เยอะเท่าใดนัก แต่ทหารส่วนใหญ่ถูกมอบหมายให้ทำงานในเหมืองเจ้าค่ะ ไม่แน่ใจว่ามีมากน้อยเพียงใด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
8,MS16_X34_A1_0010_F_YRA_0010.wav,MS16_X34_A1_0010_F_YRA_0010,7,7,7,8,Geela,main,female,geela,assets/triangle-strategy/approved_voice_references/geela.wav,...แต่ราชรัฐเองก็มีเหมืองเหล็กคุณภาพเยี่ยมอยู่ไม่น้อยเช่นกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
9,MS16_X34_A1_0010_F_YRA_0020.wav,MS16_X34_A1_0010_F_YRA_0020,8,8,8,9,Geela,main,female,geela,assets/triangle-strategy/approved_voice_references/geela.wav,แล้วทำไมถึงต้องลำบากมาขุดเหล็กจากเหมืองแห่งนี้โดยเฉพาะด้วยล่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
10,MS16_X34_A1_0010_M_BND_0010.wav,MS16_X34_A1_0010_M_BND_0010,9,9,9,10,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,หลังจากที่เกลนบรู๊คถูกยึดครอง เอสฟรอสต์ก็เร่งมือขุดเหมืองอย่างเต็มที่...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
11,MS16_X34_A1_0010_M_BND_0020.wav,MS16_X34_A1_0010_M_BND_0020,10,10,10,11,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,สิ่งที่พวกเขาขุดออกมาได้นั้น เหมือนจะถูกส่งไปยังราชรัฐเป็นจำนวนมากเช่นกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
12,MS16_X34_A1_0010_M_ELA_0010.wav,MS16_X34_A1_0010_M_ELA_0010,11,11,11,12,Erador,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,แปลกดีเนอะว่าไหม? จริงอยู่ที่แร่เหล็กจากเหมืองนอร์เซเลียเป็นของดี...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
13,MS16_X34_A1_0010_M_ELA_0020.wav,MS16_X34_A1_0010_M_ELA_0020,12,12,12,13,Erador,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,เหมืองแห่งนี้มันมีอะไรวิเศษหนักหนางั้นเหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
14,MS16_X34_A1_0010_M_RLN_0010.wav,MS16_X34_A1_0010_M_RLN_0010,13,13,13,14,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ข้าสังหรณ์ว่าใช่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
15,MS16_X34_A1_0010_M_RLN_0020.wav,MS16_X34_A1_0010_M_RLN_0020,14,14,14,15,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,แม้กุสตาดอล์ฟจะใช้การตายของลอร์ดดราแกนเป็นข้ออ้างในการรุกราน...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
16,MS16_X34_A1_0010_M_RLN_0030.wav,MS16_X34_A1_0010_M_RLN_0030,15,15,15,16,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,...แต่ข้าเชื่อว่าแท้จริงแล้ว เขาต้องการยึดอำนาจในเหมือง มิใช่อาณาจักรของเราเป็นแน่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
17,MS16_X34_A1_0010_M_RLN_0040.wav,MS16_X34_A1_0010_M_RLN_0040,16,16,16,17,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ทำดีมากฮิวเอทท์ ขอบใจนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
18,MS16_X34_A1_0010_M_RLN_0050.wav,MS16_X34_A1_0010_M_RLN_0050,17,17,17,18,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ก็นั่นแหละ พวกเอสฟรอสต์กำลังวางแผนอะไรสักอย่างอยู่ในเหมือง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
19,MS16_X34_A1_0010_M_RLN_0060.wav,MS16_X34_A1_0010_M_RLN_0060,18,18,18,19,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ไม่ว่าจะเป็นแผนอะไร เราจะปล่อยให้พวกมันทางสะดวกเช่นนี้ไม่ได้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS16_X34_A1_0010_M_SEL_0010.wav,MS16_X34_A1_0010_M_SEL_0010,19,19,19,20,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ทหารเอสฟรอสต์ผู้รอดชีวิต กำลังชุมนุมกันที่เหมืองนอร์เซเลีย...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
21,MS16_X34_A1_0010_M_SEL_0020.wav,MS16_X34_A1_0010_M_SEL_0020,20,20,20,21,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,"หรือจริงๆควรพูดว่า ""ระดมพล"" เพื่อปกป้องเหมืองแห่งนั้นสุดชีวิต",,,PENDING_MANUAL_GENERATION,,triangle-strategy
22,MS16_X34_A1_0010_M_SEL_0030.wav,MS16_X34_A1_0010_M_SEL_0030,21,21,21,22,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ไปยึดเหมืองนอร์เซเลียกลับมากันเถอะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
23,MS16_X34_A1_0010_M_SEL_0040.wav,MS16_X34_A1_0010_M_SEL_0040,22,22,22,23,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เราจะได้รู้ว่าราชรัฐมีเป้าหมายอะไรกันแน่...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
24,MS16_X34_A1_1020_F_ANA_0010.wav,MS16_X34_A1_1020_F_ANA_0010,23,23,23,24,Anna,main,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,หากตำนานโรเซลล์เป็นเรื่องจริง ข้าคิดว่ามันเป็นไปได้นะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
