line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
1,MS06_X07_A0_0010_F_ABR_0010.wav,MS06_X07_A0_0010_F_ABR_0010,0,0,0,1,อัฟโลร่า,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เจ้าค่ะ นายท่าน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
2,MS06_X07_A0_0010_F_CRD_0010.wav,MS06_X07_A0_0010_F_CRD_0010,1,1,1,2,คอร์เดเลีย,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,พวกเขา...จะทำร้ายเราจริงๆเหรอเจ้าคะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
3,MS06_X07_A0_0010_F_CRD_0020.wav,MS06_X07_A0_0010_F_CRD_0020,2,2,2,3,คอร์เดเลีย,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ท่านพี่!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
4,MS06_X07_A0_0010_F_CRD_0030.wav,MS06_X07_A0_0010_F_CRD_0030,3,3,3,4,คอร์เดเลีย,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,กรี๊ดดดด!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
5,MS06_X07_A0_0010_F_FRE_0010.wav,MS06_X07_A0_0010_F_FRE_0010,4,4,4,5,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ท่านพี่! หมายความว่าไงเจ้าคะ!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
6,MS06_X07_A0_0010_F_FRE_0020.wav,MS06_X07_A0_0010_F_FRE_0020,5,5,5,6,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ลงมือเหรอ? นี่ท่านพี่จะ-,,,PENDING_MANUAL_GENERATION,,triangle-strategy
7,MS06_X07_A0_0010_M_BND_0010.wav,MS06_X07_A0_0010_M_BND_0010,6,6,6,7,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,นายท่าน อย่าเชียวนะขอรับ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
8,MS06_X07_A0_0010_M_BND_0020.wav,MS06_X07_A0_0010_M_BND_0020,7,7,7,8,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,นายท่าน พวกเราต้องหนีแล้วขอรับ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
9,MS06_X07_A0_0010_M_FRN_0010.wav,MS06_X07_A0_0010_M_FRN_0010,8,8,8,9,แฟรนี่,npc,male,frani,assets/triangle-strategy/approved_voice_references/frani.wav,แล้วทำไมท่านถึงต้องก่อเรื่องเพิ่มด้วยล่ะ!? จะทำลายอนาคตที่สร้างขึ้นมาอย่างยาวนานเพื่ออะไร!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
10,MS06_X07_A0_0010_M_FRN_0020.wav,MS06_X07_A0_0010_M_FRN_0020,9,9,9,10,แฟรนี่,npc,male,frani,assets/triangle-strategy/approved_voice_references/frani.wav,ท่านคิดว่าไฮแซนต์จะยืนดูเกลนบรู๊คมอดไหม้ไปเฉยๆอย่างงั้นเหรอ!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
11,MS06_X07_A0_0010_M_FRN_0030.wav,MS06_X07_A0_0010_M_FRN_0030,10,10,10,11,แฟรนี่,npc,male,frani,assets/triangle-strategy/approved_voice_references/frani.wav,ไอ้บ้านี่! เจ้ากลับมาทำไม!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
12,MS06_X07_A0_0010_M_FRN_0040.wav,MS06_X07_A0_0010_M_FRN_0040,11,11,11,12,แฟรนี่,npc,male,frani,assets/triangle-strategy/approved_voice_references/frani.wav,ไอ้เด็กหัวดื้อเอ๊ย...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
13,MS06_X07_A0_0010_M_FRN_0050.wav,MS06_X07_A0_0010_M_FRN_0050,12,12,12,13,แฟรนี่,npc,male,frani,assets/triangle-strategy/approved_voice_references/frani.wav,หยุดนะ! ข้าไม่ยอมให้เจ้า-,,,PENDING_MANUAL_GENERATION,,triangle-strategy
14,MS06_X07_A0_0010_M_FRN_0060.wav,MS06_X07_A0_0010_M_FRN_0060,13,13,13,14,แฟรนี่,npc,male,frani,assets/triangle-strategy/approved_voice_references/frani.wav,อ้าากกก!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
15,MS06_X07_A0_0010_M_GST_0010.wav,MS06_X07_A0_0010_M_GST_0010,14,14,14,15,กุสตาดอล์ฟ,npc,male,gustadolph,,เลิกทำตัวโอ้อวดได้สักที เมืองนี้เป็นของข้าแล้ว ทุกคนที่รับใช้ฝ่าบาทก็ตายเรียบ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
16,MS06_X07_A0_0010_M_GST_0020.wav,MS06_X07_A0_0010_M_GST_0020,15,15,15,16,กุสตาดอล์ฟ,npc,male,gustadolph,,เหลือแค่พวกท่านแล้วล่ะ หอกอรุณเอาชนะคนของเราไม่ได้หรอก,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
17,MS06_X07_A0_0010_M_GST_0030.wav,MS06_X07_A0_0010_M_GST_0030,16,16,16,17,กุสตาดอล์ฟ,npc,male,gustadolph,,เรื่องนั้นมันไม่เกี่ยวกัน เร็กน่า สงครามกับความโหดร้ายก็ควรปล่อยให้เป็นอดีตอยู่อย่างนั้นแหละ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
