line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
1,MS04_X05_A0_0010_M_LGN_0010.wav,MS04_X05_A0_0010_M_LGN_0010,0,0,0,1,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,เจ้าเข้าใจบ้างรึเปล่า การที่องค์ชายออกไปเที่ยวเตร่ตามใจตัวเองมันอันตรายขนาดไหน?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
2,MS04_X05_A0_0010_M_LGN_0020.wav,MS04_X05_A0_0010_M_LGN_0020,1,1,1,2,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,อ๋อเหรอ? หากเจ้าสนใจความสัมพันธ์ระหว่างประเทศขนาดนั้น ข้าก็มีหน้าที่อันเหมาะสมให้เจ้าทำพอดี,,,PENDING_MANUAL_GENERATION,,triangle-strategy
3,MS04_X05_A0_0010_M_LGN_0030.wav,MS04_X05_A0_0010_M_LGN_0030,2,2,2,3,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,ข้าจะให้เจ้าดูแลเหมืองนอร์เซเลีย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
4,MS04_X05_A0_0010_M_LGN_0040.wav,MS04_X05_A0_0010_M_LGN_0040,3,3,3,4,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,ลงโทษไปก็ไม่สำนึกหรอก เอาแรงอันล้นเหลือของเจ้าไปสร้างประโยชน์ให้อาณาจักรดีกว่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
5,MS04_X05_A0_0010_M_LGN_0050.wav,MS04_X05_A0_0010_M_LGN_0050,4,4,4,5,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,ข้าเข้าใจว่าวิธีการของข้ามันน่ารำคาญสำหรับเจ้า ไม่ใช่ว่าข้าไม่รู้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
6,MS04_X05_A0_0010_M_LGN_0060.wav,MS04_X05_A0_0010_M_LGN_0060,5,5,5,6,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,แต่เจ้าก็อย่าสร้างเรื่อง แล้วก็อย่าทำให้ข้ากังวลด้วย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
7,MS04_X05_A0_0010_M_LGN_0070.wav,MS04_X05_A0_0010_M_LGN_0070,6,6,6,7,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,การขุดเหมืองเป็นงานที่ทรหดและไม่มีใครมาเห็นบุญคุณ ช่วยทำให้พวกเขาได้รับคำชื่นชมอย่างที่พวกเขาสมควรได้รับด้วยเถอะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
8,MS04_X05_A0_0010_M_LGN_0080.wav,MS04_X05_A0_0010_M_LGN_0080,7,7,7,8,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,ข้ารู้ว่าเจ้าเชื่อใจเขามาก โรแลนด์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
9,MS04_X05_A0_0010_M_LGN_0090.wav,MS04_X05_A0_0010_M_LGN_0090,8,8,8,9,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,แต่ข้าเตือนไว้ก่อนนะ เพราะตอนนี้การหมั้นได้ผูกมัดเขากับเอสฟรอสต์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
10,MS04_X05_A0_0010_M_LGN_0100.wav,MS04_X05_A0_0010_M_LGN_0100,9,9,9,10,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,เจ้าระวังการกระทำของเขา หรือตระกูลของเขาไว้บ้างก็ดี,,,PENDING_MANUAL_GENERATION,,triangle-strategy
11,MS04_X05_A0_0010_M_LGN_0110.wav,MS04_X05_A0_0010_M_LGN_0110,10,10,10,11,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,โรแลนด์...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
12,MS04_X05_A0_0010_M_PTR_0010.wav,MS04_X05_A0_0010_M_PTR_0010,11,11,11,12,พาทริเอ็ทท์,npc,male,patriatte,,เสบียงที่จำเป็นได้ถูกจัดเตรียมไว้แล้วขอรับองค์ชาย ท่านต้องนำไปส่งให้ดราแกน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
13,MS04_X05_A0_0010_M_PTR_0020.wav,MS04_X05_A0_0010_M_PTR_0020,12,12,12,13,พาทริเอ็ทท์,npc,male,patriatte,,น่าเป็นห่วงจริงๆขอรับ ฝ่าบาท สงสัยเราคงต้องเฝ้าดูตระกูลวูล์ฟฟอร์ตให้ถี่ถ้วนพอๆกันขอรับ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
14,MS04_X05_A0_0010_M_RLN_0010.wav,MS04_X05_A0_0010_M_RLN_0010,13,13,13,14,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,"อยากลงโทษข้าก็เชิญขอรับ แต่ถ้าข้าไม่ไป ""เที่ยวเตร่"" ข้าก็คงไม่รู้หรอกว่าโลกภายนอกอาณาจักรตัวเองตอนนี้มันเป็นยังไงบ้าง",,,PENDING_MANUAL_GENERATION,,triangle-strategy
15,MS04_X05_A0_0010_M_RLN_0020.wav,MS04_X05_A0_0010_M_RLN_0020,14,14,14,15,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ท่านพ่อ! ถือเป็นเกียรติจริงๆขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
